#OTUID	taxonomy	confidence
f8878185223a3e4b2ab35c4f9258b69f	k__Bacteria	0.945605822595551
847ec51ab19c28e4318346f4c52d8775	k__Bacteria	0.947901222690518
57ccb538a34dbdf2fe2abcd30be4b148	k__Bacteria	0.934141482443133
2022911201db83160d3e5c21024370c1	k__Bacteria; p__Acidobacteria; c__OS-K; o__; f__; g__; s__	0.999999996780588
6f3cf32b6e8899bbb3729b93b80b6f53	k__Bacteria; p__Bacteroidetes; c__[Saprospirae]; o__[Saprospirales]; f__Saprospiraceae; g__; s__	0.999989844636128
019c4acf7a3a51b8eb4371befcab6a2b	k__Bacteria	0.940808490485026
6c790f9677ea8abd8f1cabea3f25eb5e	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria	0.999999906207508
dbc54a7d69f4cfb7c52e7f5713bd2ecf	Unassigned	0.904425042216848
a402daea40eaaef9085612eff33fa025	k__Bacteria	0.921014385340974
c548546f7f461c5e682ecc9ef55a3c3d	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__VC21_Bac22; g__; s__	0.999978305713277
d5a7a2409509c6473d6dc199f3e6a296	k__Bacteria	0.946987514657213
271fb2de012e115e4ec45f07cef52a37	Unassigned	0.882762622422855
e33a13c1c4ccfbc7bfd1cc003d5f5a53	k__Bacteria; p__Bacteroidetes; c__Cytophagia; o__Cytophagales; f__Flammeovirgaceae	0.939369553140008
6dee6877ab4dca05fad5dc9300d3daaf	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Desulfobacterales; f__Desulfobulbaceae; g__Desulfobulbus; s__	0.965708149566495
